Hotel,Review,Site,Categories and Themes
Capella Singapore,"Nice ambience but serious service is horrible!

We used to love our mini staycation where so much that we thought we would include our lil fur friend this time on our staycation. But the villa they allocated to us- villa27 (yes it’s near to the lobby and Knolls the restaurant) but Boy oh boy was it filthy! The carpets were dirty and reeked of the smell of urine. The shower stall had a musky smell which has totally unpleasant.

The personal assistants were suppose to help make your stay pleasant but they don’t know what is what.!  This 9th year anniversary package include a free heritage art tour which was booked for the 14th at 5pm, we arrived very promptly at the lobby at 5pm but no one was there and no one knew anything of the art tour being booked at all!!! Good grief!! No apologies nothing except a they will check by no one came back after 30mins that we decided just to stuff it and hear back to our pee smelling villa. 

Breakfast at Knolls was no better, staff ate totally non inattentive n dismissive. Kneeling that my daughter n I have food allergies n all the restaurants have been notified , special menus have been requested for but they just directed me to the buffet spread and just asked me to look at for the gluten free items. However our food allergies are not just restricted to gluten!!

That aside the staff driving the buggies deserve be to be applauded they have always been more then kind to always give us a lift back to the villa when it was just a short walk from the lobby. They seem to be the only staff worth to be applauded when all the rest of the lack lusture staff just seem to bring down the Capella service standards. 

That said, I think this shall be our very last stay here at the Capella as we have given them the service staff more then enough occasions to redeem themselves which they sadly have not.",tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Room Assignment & Condition"", ""categories""=>[""Poor cleanliness (dirty linens, bad odors, pests)"", ""Maintenance issues (broken AC, shower, TV, etc.)""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Rude, inattentive, or unhelpful staff"", ""Poor problem resolution (slow or dismissive responses)"", ""Over-promising but under-delivering on \""luxury\"" standards""]}, {""theme""=>""Food & Beverage Experience"", ""categories""=>[""Limited menu choices vs. premium expectations""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price""]}]}"
Capella Singapore,Very disappointed with the experience I had here. It was supposed to be a very highly acclaimed hotel in Sentosa Singapore. But the experience right from stepping into the hotel and the check in process was really bad. My family and I took the long weekend on Hari Raya for a staycation at Capella. We practically wasted whole day just to check in. We were told check in time was 1:00pm. So we went there at 1:00pm. Waited for more than half an hour to get one villa  and was told the second villa will be ready by 3:00pm. We waited until 4:00pm and still nothing. Call many times and the answer is that they are checking. This is extremely frustrating where you pay good money just to wait around.,tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Check-In & Check-Out Process"", ""categories""=>[""Long Wait"", ""Poor service""]}, {""theme""=>""Room Assignment & Condition"", ""categories""=>[""Room not ready upon arrival""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Poor problem resolution (slow or dismissive responses)"", ""Over-promising but under-delivering on \""luxury\"" standards""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price""]}]}"
Capella Singapore,"Worn and tired faded glory
For a hotel that positions itself as a luxury Singapore hotel is certainly falls short. 

I'm guessing it opened it the mid-1990's and the rooms certainly look like they haven't been touched since. Another negative is that it sells itself as a retreat from the city but in actual fact the noise from the waterway and neighboring building developments destroy whatever peace may have existed when Sentosa opened.

For the price I would have preferred to stay in the Marina Bay.
",tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Room Assignment & Condition"", ""categories""=>[""Outdated or worn-out furnishings""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Over-promising but under-delivering on \""luxury\"" standards""]}, {""theme""=>""Facilities & Infrastructure"", ""categories""=>[""Noise issues (thin walls, nearby construction, events)""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price"", ""Comparing negatively to other 5-star or boutique hotels""]}]}"
Capella Singapore,"It's acceptable that the room service is 50 minutes later than arranged. It's also OK if you clean the plunge pool every 3 days. 
But if on the day of my check out they call me afternoon 3 pm asking me what am I doing in the villa because the latest check out is 2 pm, well that's not that acceptable anymore. Especially as I asked the reception a week before, that I would like to arrange a late check out at 10 pm, of course no problem if it is for a fee. They called me 5 minutes later confirming that it is OK, even arranging a baggage pick up for my checkout date at 9:45 pm...
The lady who called me on the day of check out of course was not aware of this just when I told her, then she said sorry. She called back a minute after telling me there is a guest waiting for the villa and asking us to perhaps leave earlier, they would put us in a different room. I asked her how are we even having this conversation, after 10 pm was confirmed previously then a few minutes ago also everything was OK and clear. I am not even packed my luggage, what if I would be in town or at the pool somewhere? Totally unprofessional dealings, especially when you are travelling with your girlfriend and a 6 year old boy. If they tell me, late check out is not available, that's OK, I get it. Or if they contact me a day before check out asking us if we can move to another room because they have a guest coming, again understandable and no problems with that. But to act surprised the day of your check out at 3 pm, that I'm still in the room, when a late check out was previously arranged...I don' t think that's normal or acceptable in a hotel like this.
So after the last call we packed in 30 minutes, ordered the baggage pick up and went to check out. The lady at the reception gave me the invoice and asked to check it out, if everything was correct. It was fine and I paid with a card, she gave me the invoice and that' s it. Nothing else, not even apologized for what just happened, did not offer another room until the evening, nothing at all. I've never ever experienced worse staff attitude than in this hotel. Total unprofessional attitude. This was the 3rd time I stayed here and up until now everything was great, one of the top hotels. After this experience though, I'll never ever come back.
Stayed 11nights in a villa(11-22.10)
-pool staff excellent
-staff at the the breakfast very nice too, but the breakfast is overpriced in my opinion(48SGD) especially only 1kind of ham and not very tasty, for less money you can get much more at other hotels of the same category around the world
-housekeeping ok, but very bad english, they not even understand that when I said to come back in 30 minutes",tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Reservation & Pre-Arrival"", ""categories""=>[""Lack of Confirmation""]}, {""theme""=>""Check-In & Check-Out Process"", ""categories""=>[""Poor service""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Rude, inattentive, or unhelpful staff"", ""Poor problem resolution (slow or dismissive responses)""]}, {""theme""=>""Food & Beverage Experience"", ""categories""=>[""Overpriced, low-quality food"", ""Long wait times for in-room dining or restaurants""]}, {""theme""=>""Facilities & Infrastructure"", ""categories""=>[""Pool, spa, gym not functioning or poorly maintained""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price""]}]}"
Capella Singapore,"This has to be one of the most horrible five star experiences in my life and the setting can't make up for it.
Several times called for a buggy to go back from visiting friends staying in a villa ( I was in a room in the main building) when I would call for a buggy to go back to my own room they would call to say it had arrived, but when I went up it was not there!  I was left standing in pitch dark and humidity! This didn't just happen once.
When I asked for the buggy to come to my room to go to the villas I was told to take the buggy from the lobby?! The lobby was also a long walk. Why couldn't they send the buggy to my room??
When I checked in, I was taken on a long walk outdoors to my room, when I finally reached my room I asked was there not a way to reach the room indoors! I had arrived from dubai and had been in Tokyo before that, both pretty hot but the Singaporean climate with its humidity is the most intolerable and they should know that a guest off a flight does not want to face it straight away!
Room service takes hours not minutes.
Collection of trays takes a ridiculous amount of time.
Empty shower gel and shampoo bottles were just left as they were by housekeeping, pretty disgusting.
When room service would deliver my orders they would just throw the items on the coffee table messily around the room. The items on the coffee table were a fruit basket and magazines both provided by the hotel. Can't they at least train them to move their own clutter in a decent manner?
The supposed Pratesi linens on my bed are creased and I haven't used the bed yet.
The curtains are not blackout. Yet for some reason they're motorised. Pointless, get some blackout first it's cheaper.
A vtech phone? Am I a kid again?
The Bluetooth on the audio system doesn't work.
The hotel is infested with insects.
I just came from the St Regis Dubai and before that the Mandarin Oriental Tokyo. This hotel needs serious help. I have been complaining to them, they respond ok, I say no it's not ok.. they don't offer any solution. Please beware, the high price doesn't mean you're getting quality at all. The St. Regis and Mandarin Oriental are both great hotels in Singapore.",tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Check-In & Check-Out Process"", ""categories""=>[""Poor service""]}, {""theme""=>""Room Assignment & Condition"", ""categories""=>[""Maintenance issues (broken AC, shower, TV, etc.)"", ""Poor cleanliness (dirty linens, bad odors, pests)"", ""Outdated or worn-out furnishings""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Poor problem resolution (slow or dismissive responses)"", ""Over-promising but under-delivering on \""luxury\"" standards""]}, {""theme""=>""Technology & Amenities"", ""categories""=>[""Malfunctioning room technology (smart locks, lighting, automation)"", ""Missing promised amenities (minibar, toiletries, etc.)""]}, {""theme""=>""Food & Beverage Experience"", ""categories""=>[""Long wait times for in-room dining or restaurants""]}, {""theme""=>""Facilities & Infrastructure"", ""categories""=>[""Noise issues (thin walls, nearby construction, events)""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price"", ""Comparing negatively to other 5-star or boutique hotels""]}]}"
Capella Singapore,"I planned a staycation to surprise my boyfriend as one my friend recommended this hotel to get away from the city in Singapore. I also wanted to check out the hotel and see if it is a great location for our friends engagement and proposal. Upon arriving the hotel, no one greeted me at the entrance, I had to find my way to the check in desk. The gentleman at the check in desk told me I have been upgrade to their service apartment --- hmmm I booked for a hotel room not a service apartment.. Hardly an upgrade in my opinion. I insisted on the hotel room but he told me it won't be ready till after 3? Excuse me? After 3? The actual fact is I didn't get my key till almost 4 and I had to Follow up with their staff multiple times during that time. not a 5 star service or efficiency.  Totally ruined my surprise for my boyfriend. Since he arrived before the key did! 

During my long wait for my room key at cassia, I was greeted with dirty floor under my table. (You can see in the picture attached ) For a 'fine dinning' restaurant... That's HIGHLY unacceptable! 

Overall we won't be recommending this hotel to anyone. 5 star hardware 1 star software. Disappointing

I haven't even gone into the room yet but I m not expecting much given the first hour in Capella is a huge disappointment!",tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Check-In & Check-Out Process"", ""categories""=>[""Long Wait"", ""Poor service""]}, {""theme""=>""Room Assignment & Condition"", ""categories""=>[""Wrong room allocation (e.g., not the one booked)"", ""Room not ready upon arrival""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Lack of staff presence when needed"", ""Over-promising but under-delivering on \""luxury\"" standards""]}, {""theme""=>""Food & Beverage Experience"", ""categories""=>[""Hygiene/cleanliness of F&B areas""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price""]}]}"
Capella Singapore,"Off to a bad start, extremely disappointing
Tomorrow is my wife's birthday and we booked a long weekend at the Capella to celebrate her birthday. The official check-in time is 3pm. My wife and I arrived at 3:30pm and we were told that our room would not be ready until 4:15pm. No reason was given. For one of the most expensive hotels in Singapore and SEA, this is terrible service and extremely disappointing.",tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Check-In & Check-Out Process"", ""categories""=>[""Long Wait""]}, {""theme""=>""Room Assignment & Condition"", ""categories""=>[""Room not ready upon arrival""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Over-promising but under-delivering on \""luxury\"" standards""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price""]}]}"
Capella Singapore,"The worst 5-star hotel I've ever been!
I booked a one-bedroom villa for 3 nights thinking to spend quality time with my kids. When we reached hotel, they ""upgraded"" us to a room which faces the sea. I declined the offer as I don't need the sea view with young kids but the plunge pool that comes with a villa.  That's the reason why I booked a villa!  The hotel was unable to give me my villa as they were overbooked! Finally with all back and forth I had to stay in the room for one night before I could move to my villa. I can't believe the hotel can be so inconsiderate -  a villa can't be upgraded to a room as they are totally different serving different needs esp without me agreeing !!!  

To make it worse, my luggage went missing when I finally got to my villa. I had to scream before my luggage was delivered. Buggy service to and from villa has long wait like 20 min. Lights and curtains in living room didn't function properly...

Conclusion I regret spending my vacation at this hotel",tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Reservation & Pre-Arrival"", ""categories""=>[""Booking Error: Booking errors (wrong dates, room types, cancellations mishandled)""]}, {""theme""=>""Room Assignment & Condition"", ""categories""=>[""Wrong room allocation (e.g., not the one booked)"", ""Maintenance issues (broken AC, shower, TV, etc.)""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Poor problem resolution (slow or dismissive responses)""]}, {""theme""=>""Technology & Amenities"", ""categories""=>[""Malfunctioning room technology (smart locks, lighting, automation)""]}, {""theme""=>""Security & Privacy"", ""categories""=>[""Mishandling of guest belongings (lost luggage, theft)""]}, {""theme""=>""Facilities & Infrastructure"", ""categories""=>[""Pool, spa, gym not functioning or poorly maintained""]}]}"
Capella Singapore,"While Chef David is undoubtedly a Master, on Mother' s day it was perhaps  the worst choice.  

Reservations staff were really very helpful. .. but actual service staff on the day were worse than as absent. Absolutely horrible. 

There were three different high teas going on and it was confusing to understand why we were offered different tea choices to others. 

Crepes themselves were indeed good. .. and we were offered more than two, which was a pleasant surprise after we were informed that the tea came with only two small crepes .. but the wait of 20 minutes between crepes was insane. And at $45 for a cup of tea and 2 (albeit good) crepes, this was a very poorly priced offering. 

Luckily we were seated indoors because outside, despite large ceiling fans, they were left idle... leaving no movement of air.

It was a shame that the poor service, disorganised planning and long wait ruined what could have been an enjoyable gourmet experience on such a special occasion.",tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Staff & Service Quality"", ""categories""=>[""Rude, inattentive, or unhelpful staff"", ""Lack of staff presence when needed""]}, {""theme""=>""Food & Beverage Experience"", ""categories""=>[""Overpriced, low-quality food"", ""Long wait times for in-room dining or restaurants""]}, {""theme""=>""Facilities & Infrastructure"", ""categories""=>[""Pool, spa, gym not functioning or poorly maintained""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price""]}]}"
Capella Singapore,"Sorry for this rant, I don’t mean to offend this hotel, but I felt that I have to air this. Needless to mention, this hotel is a top class and high standing. I attended wedding luncheon on Saturday at their Ballroom, and I was utterly shock and disgusted by the standard of hygiene, which rarely happen in any restaurant or eating places in Singapore, I believe it’s almost nonexistent. Being a Singaporean I must say that incident of this nature has not happened to me before. 

Realizing that my chopsticks was accidentally used by someone sitting next to me. I went over and asked a waitress for a new pair of chopsticks. She turned over to where the utensils are and there was a lone pair of black chopsticks among the forks and spoons half covered by a piece of cloth. The lone pair of chopsticks was on the side and on top of the cloth. She grasps the chopsticks and passed it to me. Because by the nature of the chopsticks placement, I got this intuition that the chopsticks wasn't new. True enough after touching the chopsticks because of my suspicion, there are tiny dried food that was stuck on the narrow tip of the chopsticks where foods are picked up. Maybe it has been used by a guest before. I told her that the chopsticks weren’t new and that I want new chopsticks. She replied and insisted it was new. I returned the chopsticks she gave me.

So I turned to a guy that looks like a supervisor to me and asked for a new pair of chopsticks. He went out of the ballroom and came back with a pair of chopsticks that is smooth from the top till the tip of it, which anybody can tell that it is new.

What was there for me to say? How can this happened, it could easy ruined the reputation of this top notch hotel? These kinds of things are the basics of Food and Beverages Industry. This matter really turns me off",tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Staff & Service Quality"", ""categories""=>[""Rude, inattentive, or unhelpful staff"", ""Poor problem resolution (slow or dismissive responses)""]}, {""theme""=>""Food & Beverage Experience"", ""categories""=>[""Hygiene/cleanliness of F&B areas""]}]}"
Capella Singapore,"We are a family of four with a boy on the autism spectrum. We were so impressed with capella during our last stay that we decided to come back again. This is our third stay. This stay was a total letdown and we felt so unwelcome and disappointed. Capella prides itself on its PA system and promises a customized stay. Well, none of that happened. 

Last year, upon entering the villa, we were greeted by a personalized hand written card from the GM, bottle of red wine to thank us for repeat visit ( we left it untouched as we are not into wine) , cookies for the children with their names on the plates. Amenities were set up for 4 persons. Most important of all, my bucket list was met. We felt so welcome and well taken care of. We could simply retreat into our little oasis and enjoy our stay.
 However, I got a rude shock for this stay. It's fine that there were no gestures of personal touch. The absence of basic amenities for my children was a huge disappointment .looks like the new GM certainly dislike kids. Not a single item on my bucket list was fulfilled. The whole villa felt so cold and uninviting. Now my bucket list are just some items which can easily be put together by housekeeping within 10mins. I just wanted contour pillows, lots of towels, more drinking water, a bucket n a scoop to bathe my son as they do not have handheld shower. This bucket and scoop thing was a great idea suggested by the PA from the previous stay. Where is that customized stay promised by capella? I made a call to the PA to express my unhappiness. Well, she rectified it by sending me an ice bucket , some towels, 2 more toothbrushes and 2 kid size bathrobes. I was told that my preferences were stored in their system from the first stay. Maybe she didn't bother to finish reading my bucket list. I made a trip to the front desk, asking for the manager. She's not in but a gentleman there promised to make things right.  My bucket list finally got fulfilled. But damage had already been done and I was feeling damn sore. Kudos to the manager for trying to do some service recovery. I acknowledged her efforts but am really disappointed . I turned down her offers of meal and spa. No amount of meals or spa can soothe our disappointment . We are not unreasonable people. We do not need to be treated like VIPs. We just want capella to deliver its promises. We have high expectations from capella due to our past experiences and grandeur claims they advertised on their website. 
 We got another nasty surprise the next day. The house keeping did a wonderful fantastic job in cleaning  up the villa. But they took away my son's security blanket. Now any parent with an object obsession autistic child will know that spells big trouble, especially for bedtimes. This time I did not flare up. I gave the manager a call and ask her to get her staff to find the blanket back. I smiled to the housekeeper who came by and told him to take his time as I am going home to get another replacement.  When you have no expectations, there will be no disappointment.
They did find the blanket eventually.
I had come to accept that there are certain hotels that will give you lots of empty promises and when the one on top does not pride himself in doing things right, what can I expect from his subordinates.
Last year, capella had a GM who took great pride in his job and displays extreme hospitality. One who made his guests feel welcome and even touched my son's heart. 
It's the same old capella building, minus the human touch and personalized service.",tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Staff & Service Quality"", ""categories""=>[""Over-promising but under-delivering on \""luxury\"" standards"", ""Poor problem resolution (slow or dismissive responses)""]}, {""theme""=>""Technology & Amenities"", ""categories""=>[""Missing promised amenities (minibar, toiletries, etc.)""]}, {""theme""=>""Security & Privacy"", ""categories""=>[""Mishandling of guest belongings (lost luggage, theft)""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price""]}]}"
